date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:41	50001/50001	---M--	200	added ('OK')	image/png	etag:%22c351-5ba9c03ecac12%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/matriculacion.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/matriculacion.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:41	53230/53230	---M--	200	added ('OK')	image/png	etag:%22cfee-5ba9c03e7d999%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/crear_curso.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/crear_curso.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:41	42302/42302	---M--	200	added ('OK')	image/png	etag:%22a53e-5ba9c03f055a5%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/reinicio.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/reinicio.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:41	1558131/1558131	---M--	200	added ('OK')	application/pdf	etag:%2217c673-5cca03741e4bd%22	https://aulas-virtuales.cuaieed.unam.mx/manuales/matriculacion_alumnos.pdf	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/manuales/matriculacion_alumnos.pdf	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:41	12126/12126	---M--	200	added ('OK')	image/png	etag:%222f5e-5d234d7d9c0cc%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/backup.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/backup.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:41	41056/41056	---M--	200	added ('OK')	image/jpeg	etag:%22a060-59d60085205ec%22	https://aulas-virtuales.cuaieed.unam.mx/img/moodle30-810x539.jpg	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/moodle30-810x539.jpg	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:42	112013/112013	---M--	200	added ('OK')	image/jpeg	etag:%221b58d-59d600814bd94%22	https://aulas-virtuales.cuaieed.unam.mx/img/Thumb-43-1280x720.jpg	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/Thumb-43-1280x720.jpg	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:42	57968/57968	---M--	200	added ('OK')	image/png	etag:%22e270-59d60084f8543%22	https://aulas-virtuales.cuaieed.unam.mx/img/287px-Moodle_Modern_Interface2_March_2017.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/287px-Moodle_Modern_Interface2_March_2017.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:42	28720/28720	---M--	200	added ('OK')	image/jpeg	etag:%227030-59d6008514a6a%22	https://aulas-virtuales.cuaieed.unam.mx/img/images.jpg	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/images.jpg	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:43	1872497/1872497	---M--	200	added ('OK')	application/pdf	etag:%221c9271-5d232e307f77e%22	https://aulas-virtuales.cuaieed.unam.mx/manuales/manual_zoom.pdf	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/manuales/manual_zoom.pdf	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:44	25321/25321	---M--	200	added ('OK')	image/png	etag:%2262e9-5ba9c1a1dd901%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/seguridad.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/seguridad.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:44	585429/585429	---M--	200	added ('OK')	application/pdf	etag:%228eed5-5d232e295362d%22	https://aulas-virtuales.cuaieed.unam.mx/manuales/uso_zoom.pdf	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/manuales/uso_zoom.pdf	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:45	23841/23841	---M--	200	added ('OK')	image/png	etag:%225d21-5ba9c1a1d9a80%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/actualizar.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/actualizar.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:46	537187/537187	---M--	200	added ('OK')	image/png	etag:%2283263-5d2342a78d58e%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/hexagono.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/hexagono.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:46	283543/283543	---M--	200	added ('OK')	image/png	etag:%2245397-59e4ed704ce31%22	https://aulas-virtuales.cuaieed.unam.mx/img/zoom2.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/zoom2.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:46	11826/11826	---M--	200	added ('OK')	image/png	etag:%222e32-5ba9c3badc5ad%22	https://aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/menu.png	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/img/iconos_videos/menu.png	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:46	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:46%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/jquery-1.11.0.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/jquery-1.11.0.30.delayed	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:47	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:46%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/bootstrap.min.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/bootstrap.min.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:47	5555/5555	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec1-15b3%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	C:/My%20Web%20Sites/AulaVirtual/cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.3/jquery.easing.min.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:47	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:47%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/classie.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/classie.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:48	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:47%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/cbpAnimatedHeader.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/cbpAnimatedHeader.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:48	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:48%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/jqBootstrapValidation.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/jqBootstrapValidation.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:48	14/14	---M--	404	error ('Not%20Found')	text/plain	date:Fri,%2010%20Dec%202021%2021:46:48%20GMT	https://raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/contact_me.js	C:/My%20Web%20Sites/AulaVirtual/raw.githubusercontent.com/IronSummitMedia/startbootstrap/gh-pages/templates/agency/js/contact_me.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:48	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15851%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/My%20Web%20Sites/AulaVirtual/cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:49	222/222	---M-Z	200	added ('OK')	application/javascript	etag:%22de-59d487f96449a-gzip%22	https://aulas-virtuales.cuaieed.unam.mx/js/scriptdark.js	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/js/scriptdark.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:49	31819/31819	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:03:57%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/js/bootstrap.min.js	C:/My%20Web%20Sites/AulaVirtual/maxcdn.bootstrapcdn.com/bootstrap/3.2.0/js/bootstrap.min.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:49	713/713	---M-Z	200	added ('OK')	application/javascript	etag:%222c9-59d49c768fba0-gzip%22	https://aulas-virtuales.cuaieed.unam.mx/js/script.js	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/js/script.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
15:46:50	1053/1053	---M-Z	200	added ('OK')	application/javascript	etag:%2241d-59d49c768ec00-gzip%22	https://aulas-virtuales.cuaieed.unam.mx/js/scripttext.js	C:/My%20Web%20Sites/AulaVirtual/aulas-virtuales.cuaieed.unam.mx/js/scripttext.js	(from https://aulas-virtuales.cuaieed.unam.mx/)
